"Statistic Label","CensusYear","Sex","Single Year of Age","Administrative Counties","UNIT","VALUE"
"Population","2022","Both sexes","95 years","Westmeath County Council","Number","40"
"Population","2022","Both sexes","95 years","Wexford County Council","Number","51"
"Population","2022","Both sexes","95 years","Wicklow County Council","Number","59"
"Population","2022","Both sexes","95 years","Clare County Council","Number","51"
"Population","2022","Both sexes","95 years","Cork City Council","Number","61"
"Population","2022","Both sexes","95 years","Cork County Council","Number","140"
"Population","2022","Both sexes","95 years","Kerry County Council","Number","66"
"Population","2022","Both sexes","95 years","Limerick City & County Council","Number","68"
"Population","2022","Both sexes","95 years","Tipperary County Council","Number","70"
"Population","2022","Both sexes","95 years","Waterford City & County Council","Number","33"
"Population","2022","Both sexes","95 years","Galway City Council","Number","24"
"Population","2022","Both sexes","95 years","Galway County Council","Number","98"
"Population","2022","Both sexes","95 years","Leitrim County Council","Number","21"
"Population","2022","Both sexes","95 years","Mayo  County Council","Number","61"
"Population","2022","Both sexes","95 years","Roscommon County Council","Number","38"
"Population","2022","Both sexes","95 years","Sligo County Council","Number","23"
"Population","2022","Both sexes","95 years","Cavan County Council","Number","29"
"Population","2022","Both sexes","95 years","Donegal County Council","Number","91"
"Population","2022","Both sexes","95 years","Monaghan County Council","Number","21"
"Population","2022","Both sexes","96 years","Ireland","Number","1283"
"Population","2022","Both sexes","96 years","Carlow County Council","Number","11"
"Population","2022","Both sexes","96 years","Dublin City Council","Number","200"
"Population","2022","Both sexes","96 years","Dún Laoghaire Rathdown County Council","Number","95"
"Population","2022","Both sexes","96 years","Fingal County Council","Number","48"
"Population","2022","Both sexes","96 years","South Dublin County Council","Number","41"
"Population","2022","Both sexes","96 years","Kildare County Council","Number","37"
"Population","2022","Both sexes","96 years","Kilkenny County Council","Number","32"
"Population","2022","Both sexes","96 years","Laois County Council","Number","15"
"Population","2022","Both sexes","96 years","Longford County Council","Number","13"
"Population","2022","Both sexes","96 years","Louth County Council","Number","30"
"Population","2022","Both sexes","96 years","Meath County Council","Number","42"
"Population","2022","Both sexes","96 years","Offaly County Council","Number","19"
"Population","2022","Both sexes","96 years","Westmeath County Council","Number","24"
"Population","2022","Both sexes","96 years","Wexford County Council","Number","42"
"Population","2022","Both sexes","96 years","Wicklow County Council","Number","38"
"Population","2022","Both sexes","96 years","Clare County Council","Number","40"
"Population","2022","Both sexes","96 years","Cork City Council","Number","54"
"Population","2022","Both sexes","96 years","Cork County Council","Number","84"
"Population","2022","Both sexes","96 years","Kerry County Council","Number","33"
"Population","2022","Both sexes","96 years","Limerick City & County Council","Number","50"
"Population","2022","Both sexes","96 years","Tipperary County Council","Number","41"
"Population","2022","Both sexes","96 years","Waterford City & County Council","Number","26"
"Population","2022","Both sexes","96 years","Galway City Council","Number","19"
"Population","2022","Both sexes","96 years","Galway County Council","Number","54"
"Population","2022","Both sexes","96 years","Leitrim County Council","Number","6"
"Population","2022","Both sexes","96 years","Mayo  County Council","Number","52"
"Population","2022","Both sexes","96 years","Roscommon County Council","Number","28"
"Population","2022","Both sexes","96 years","Sligo County Council","Number","21"
"Population","2022","Both sexes","96 years","Cavan County Council","Number","23"
"Population","2022","Both sexes","96 years","Donegal County Council","Number","48"
"Population","2022","Both sexes","96 years","Monaghan County Council","Number","17"
"Population","2022","Both sexes","97 years","Ireland","Number","949"
"Population","2022","Both sexes","97 years","Carlow County Council","Number","11"
"Population","2022","Both sexes","97 years","Dublin City Council","Number","115"
"Population","2022","Both sexes","97 years","Dún Laoghaire Rathdown County Council","Number","57"
"Population","2022","Both sexes","97 years","Fingal County Council","Number","51"
"Population","2022","Both sexes","97 years","South Dublin County Council","Number","38"
"Population","2022","Both sexes","97 years","Kildare County Council","Number","28"
"Population","2022","Both sexes","97 years","Kilkenny County Council","Number","24"
"Population","2022","Both sexes","97 years","Laois County Council","Number","10"
"Population","2022","Both sexes","97 years","Longford County Council","Number","8"
"Population","2022","Both sexes","97 years","Louth County Council","Number","25"
"Population","2022","Both sexes","97 years","Meath County Council","Number","24"
"Population","2022","Both sexes","97 years","Offaly County Council","Number","16"
"Population","2022","Both sexes","97 years","Westmeath County Council","Number","23"
"Population","2022","Both sexes","97 years","Wexford County Council","Number","37"
"Population","2022","Both sexes","97 years","Wicklow County Council","Number","25"
"Population","2022","Both sexes","97 years","Clare County Council","Number","31"
"Population","2022","Both sexes","97 years","Cork City Council","Number","39"
"Population","2022","Both sexes","97 years","Cork County Council","Number","65"
"Population","2022","Both sexes","97 years","Kerry County Council","Number","45"
"Population","2022","Both sexes","97 years","Limerick City & County Council","Number","33"
"Population","2022","Both sexes","97 years","Tipperary County Council","Number","33"
"Population","2022","Both sexes","97 years","Waterford City & County Council","Number","20"
"Population","2022","Both sexes","97 years","Galway City Council","Number","12"
"Population","2022","Both sexes","97 years","Galway County Council","Number","44"
"Population","2022","Both sexes","97 years","Leitrim County Council","Number","17"
"Population","2022","Both sexes","97 years","Mayo  County Council","Number","34"
"Population","2022","Both sexes","97 years","Roscommon County Council","Number","13"
"Population","2022","Both sexes","97 years","Sligo County Council","Number","22"
"Population","2022","Both sexes","97 years","Cavan County Council","Number","13"
"Population","2022","Both sexes","97 years","Donegal County Council","Number","27"
"Population","2022","Both sexes","97 years","Monaghan County Council","Number","9"
"Population","2022","Both sexes","98 years","Ireland","Number","622"
"Population","2022","Both sexes","98 years","Carlow County Council","Number","7"
"Population","2022","Both sexes","98 years","Dublin City Council","Number","81"
"Population","2022","Both sexes","98 years","Dún Laoghaire Rathdown County Council","Number","45"
"Population","2022","Both sexes","98 years","Fingal County Council","Number","21"
"Population","2022","Both sexes","98 years","South Dublin County Council","Number","17"
"Population","2022","Both sexes","98 years","Kildare County Council","Number","15"
"Population","2022","Both sexes","98 years","Kilkenny County Council","Number","16"
"Population","2022","Both sexes","98 years","Laois County Council","Number","5"
"Population","2022","Both sexes","98 years","Longford County Council","Number","6"
"Population","2022","Both sexes","98 years","Louth County Council","Number","20"
"Population","2022","Both sexes","98 years","Meath County Council","Number","19"
